Winner,title_bout,weight_class,gender,no_of_rounds,B_current_streak,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_decision,B_win_finish,B_Stance,B_Height_cms,B_Reach_cms,R_current_streak,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_decision,R_win_finish,R_Stance,R_Height_cms,R_Reach_cms,R_age,B_age,streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,decision_dif,finish_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_match_weightclass_rank,R_match_weightclass_rank,better_rank,rank_diff,B_is_35plus,R_is_35plus,year
Red,False,Light Heavyweight,MALE,3,-2,3.49,0.43,0.2,1.9,0.5,2,15,0,1,3,Orthodox,193.04,198.12,4,7.29,0.59,0.3,0.95,0.75,1,9,0,1,4,Orthodox,193.04,195.58,32,29,-6,-1,1,6,0,0,-1,0.0,2.539999999999992,-3,-3.8,-0.0999999999999999,0.95,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Featherweight,MALE,3,1,4.67,0.53,0.6,3.22,0.38,0,3,0,1,0,Orthodox,170.18,175.26,3,4.43,0.61,0.0,2.56,0.69,0,9,0,2,1,Switch,170.18,172.72,29,30,-2,-2,0,-6,0,-1,-1,0.0,2.539999999999992,1,0.2400000000000002,0.6,0.6600000000000001,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Lightweight,MALE,3,-1,5.52,0.49,0.0,0.0,0.0,8,48,0,8,3,Orthodox,172.72,172.72,-1,4.46,0.47,0.1,2.46,0.34,4,19,0,2,2,Orthodox,182.88,187.96,29,38,0,7,4,29,0,6,1,-10.159999999999997,-15.240000000000007,9,1.0599999999999996,-0.1,-2.46,20.0,20.0,neither,0.0,1.0,0.0,2023
Red,False,Lightweight,MALE,3,0,9.87,0.41,0.0,0.0,0.0,0,0,0,0,0,Southpaw,175.26,177.8,1,5.73,0.44,0.0,0.32,0.2,4,27,0,5,1,Southpaw,177.8,182.88,28,27,-1,-6,-4,-27,0,-5,-1,-2.5400000000000205,-5.079999999999984,-1,4.139999999999999,0.0,-0.32,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Welterweight,MALE,3,0,2.33,0.46,0.0,1.0,0.16,0,0,0,0,0,Orthodox,175.26,182.88,-2,3.12,0.55,0.0,0.0,0.0,2,4,0,0,0,Switch,180.34,193.04,35,33,2,0,-2,-4,0,0,0,-5.0800000000000125,-10.159999999999997,-2,-0.79,0.0,1.0,20.0,20.0,neither,0.0,0.0,1.0,2023
Blue,False,Featherweight,MALE,3,-1,3.52,0.51,2.4,4.8,0.4,1,2,0,0,0,Orthodox,180.34,180.34,-3,5.19,0.4,0.0,0.63,0.18,4,15,0,1,1,Orthodox,172.72,182.88,30,33,2,-2,-3,-13,0,-1,-1,7.620000000000003,-2.539999999999992,3,-1.6700000000000004,2.4,4.17,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Welterweight,MALE,3,0,8.1,0.66,0.0,0.0,0.0,0,0,0,0,0,Switch,180.34,177.8,0,6.02,0.5,3.1,3.11,1.0,0,0,0,0,0,Orthodox,187.96,190.5,30,33,0,0,0,0,0,0,0,-7.620000000000003,-12.699999999999989,3,2.08,-3.1,-3.11,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Heavyweight,MALE,5,3,3.54,0.49,0.5,4.56,0.64,3,19,0,2,5,Orthodox,190.5,198.12,-1,5.49,0.6,0.5,0.58,0.21,2,31,3,3,5,Orthodox,193.04,205.74,33,28,4,-1,1,-12,-3,-1,0,-2.539999999999992,-7.620000000000003,-5,-1.95,0.0,3.98,7.0,2.0,Red,5.0,0.0,0.0,2023
Red,False,Women's Flyweight,FEMALE,3,-1,3.68,0.4,0.6,1.49,0.48,4,39,7,4,5,Orthodox,165.1,165.1,5,6.05,0.39,0.0,1.36,0.46,0,13,0,3,2,Orthodox,170.18,165.1,33,31,-6,4,4,26,7,1,3,-5.0800000000000125,0.0,-2,-2.37,0.6,0.1299999999999999,20.0,3.0,Red,17.0,0.0,0.0,2023
Red,False,Lightweight,MALE,3,2,2.47,0.39,1.3,1.53,0.4,4,26,0,3,4,Orthodox,175.26,177.8,3,5.59,0.52,1.4,4.72,0.36,1,8,0,0,3,Southpaw,180.34,185.42,27,28,-1,4,3,18,0,3,1,-5.0800000000000125,-7.620000000000003,1,-3.12,-0.0999999999999998,-3.1899999999999995,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Light Heavyweight,MALE,3,0,2.12,0.32,0.0,0.0,0.0,0,0,0,0,0,Orthodox,190.5,193.04,-1,4.59,0.47,0.1,0.57,0.33,6,29,1,3,3,Orthodox,187.96,190.5,33,30,1,-6,-6,-29,-1,-3,-3,2.539999999999992,2.539999999999992,-3,-2.47,-0.1,-0.57,20.0,9.0,Red,11.0,0.0,0.0,2023
Red,False,Featherweight,MALE,3,0,2.27,0.38,0.0,0.0,0.0,0,0,0,0,0,Orthodox,175.26,175.26,2,2.62,0.46,0.7,1.06,0.6,0,6,0,2,0,Southpaw,182.88,185.42,26,28,-2,-2,0,-6,0,-2,0,-7.620000000000003,-10.160000000000023,2,-0.3500000000000001,-0.7,-1.06,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Featherweight,MALE,3,0,2.34,0.21,0.0,0.0,0.0,0,0,0,0,0,Orthodox,172.72,172.72,0,6.75,0.53,0.0,0.0,0.0,0,0,0,0,0,Orthodox,172.72,175.26,27,26,0,0,0,0,0,0,0,0.0,-2.539999999999992,-1,-4.41,0.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Bantamweight,MALE,3,0,3.2,0.36,0.0,2.0,0.18,0,0,0,0,0,Orthodox,167.64,172.72,1,4.18,0.47,0.5,0.45,0.4,1,11,0,2,1,Southpaw,167.64,185.42,31,27,-1,-3,-1,-11,0,-2,-1,0.0,-12.700000000000015,-4,-0.9799999999999996,-0.5,1.55,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Welterweight,MALE,3,-2,6.06,0.48,0.0,0.0,0.0,2,4,0,0,0,Orthodox,187.96,198.12,1,6.32,0.46,0.2,2.25,0.45,2,9,0,1,0,Orthodox,177.8,187.96,30,27,-3,-1,0,-5,0,-1,0,10.159999999999997,10.159999999999997,-3,-0.2600000000000007,-0.2,-2.25,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Women's Bantamweight,FEMALE,3,3,4.71,0.52,0.3,1.0,0.33,2,18,0,4,0,Orthodox,172.72,177.8,0,2.67,0.51,0.0,0.0,0.0,0,0,0,0,0,Orthodox,170.18,170.18,33,27,3,4,2,18,0,4,0,2.539999999999992,7.620000000000003,-6,2.04,0.3,1.0,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Bantamweight,MALE,3,1,5.48,0.62,0.8,0.85,0.25,1,7,0,1,1,Orthodox,165.1,170.18,2,5.2,0.63,0.4,3.5,0.53,0,6,0,2,0,Orthodox,172.72,180.34,26,27,-1,0,1,1,0,-1,1,-7.620000000000003,-10.159999999999997,1,0.2800000000000002,0.4,-2.65,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Catch Weight,MALE,3,0,8.4,0.57,0.0,0.0,0.0,0,0,0,0,0,Orthodox,172.72,177.8,-3,4.55,0.31,0.0,0.0,0.0,3,5,0,0,0,Orthodox,172.72,182.88,39,26,3,0,-3,-5,0,0,0,0.0,-5.079999999999984,-13,3.850000000000001,0.0,0.0,20.0,20.0,neither,0.0,0.0,1.0,2023
Red,False,Featherweight,MALE,5,-1,3.93,0.41,0.6,0.7,0.44,6,38,2,1,6,Orthodox,170.18,182.88,1,7.17,0.47,0.3,0.27,0.53,7,90,9,9,11,Orthodox,180.34,175.26,31,36,-2,-13,-1,-52,-7,-8,-5,-10.159999999999997,7.620000000000003,5,-3.24,0.3,0.4299999999999999,8.0,1.0,Red,7.0,1.0,0.0,2023
Red,False,Light Heavyweight,MALE,3,-1,3.42,0.4,1.5,1.29,0.35,4,17,0,2,6,Orthodox,195.58,200.66,-2,3.16,0.48,0.7,0.52,0.28,10,53,1,1,12,Orthodox,193.04,193.04,35,32,1,-5,-6,-36,-1,1,-6,2.5400000000000205,7.620000000000003,-3,0.2599999999999998,0.8,0.77,10.0,8.0,Red,2.0,0.0,1.0,2023
Red,False,Featherweight,MALE,3,2,4.16,0.5,0.7,0.56,0.68,11,71,0,10,6,Southpaw,177.8,185.42,-1,4.08,0.43,0.2,0.23,0.33,2,25,0,4,3,Orthodox,182.88,187.96,35,35,3,9,9,46,0,6,3,-5.079999999999984,-2.539999999999992,0,0.08,0.4999999999999999,0.33,15.0,9.0,Red,6.0,1.0,1.0,2023
Red,False,Bantamweight,MALE,3,-2,1.8,0.34,0.6,0.32,0.5,2,7,0,0,1,Orthodox,170.18,170.18,3,4.23,0.54,2.8,4.23,0.85,0,3,0,0,3,Southpaw,170.18,172.72,28,31,-5,-2,2,4,0,0,-2,0.0,-2.539999999999992,3,-2.4300000000000006,-2.2,-3.9100000000000006,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Women's Flyweight,FEMALE,3,-1,3.39,0.48,1.1,2.0,0.76,2,21,1,4,1,Orthodox,167.64,172.72,5,5.58,0.52,1.2,2.86,0.36,0,11,0,2,3,Orthodox,162.56,167.64,24,30,-6,0,2,10,1,2,-2,5.0800000000000125,5.079999999999984,6,-2.19,-0.0999999999999998,-0.8599999999999999,4.0,3.0,Red,1.0,0.0,0.0,2023
Red,False,Heavyweight,MALE,3,1,6.55,0.5,0.5,1.35,0.26,3,13,0,3,1,Orthodox,182.88,190.5,-1,1.83,0.4,0.0,0.0,0.0,1,3,0,0,0,Orthodox,190.5,190.5,26,38,2,4,2,10,0,3,1,-7.620000000000003,0.0,12,4.72,0.5,1.35,20.0,20.0,neither,0.0,1.0,0.0,2023
Red,False,Heavyweight,MALE,3,-2,5.08,0.48,0.6,0.64,0.5,2,9,0,0,1,Orthodox,193.04,198.12,-1,6.97,0.5,0.0,0.0,0.0,1,10,0,2,1,Orthodox,193.04,198.12,31,31,-1,-2,1,-1,0,-2,0,0.0,0.0,0,-1.89,0.6,0.64,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Bantamweight,MALE,3,-1,5.29,0.44,0.0,0.0,0.0,1,2,0,0,0,Orthodox,167.64,177.8,-1,2.22,0.54,0.0,1.51,0.13,1,4,0,1,0,Orthodox,170.18,175.26,26,26,0,-1,0,-2,0,-1,0,-2.539999999999992,2.5400000000000205,0,3.07,0.0,-1.51,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Middleweight,MALE,3,-1,5.12,0.5,0.0,0.76,0.44,4,19,0,1,5,Southpaw,182.88,187.96,-2,4.04,0.6,0.3,0.0,0.0,2,10,0,0,3,Orthodox,190.5,203.2,34,28,1,3,2,9,0,1,2,-7.620000000000003,-15.23999999999998,-6,1.08,-0.3,0.76,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Welterweight,MALE,3,-1,8.7,0.55,0.0,0.0,0.0,1,3,0,0,0,Orthodox,180.34,187.96,-2,4.4,0.47,0.0,0.41,0.66,3,14,0,1,3,Orthodox,182.88,180.34,33,26,1,-4,-2,-11,0,-1,-3,-2.539999999999992,7.620000000000003,-7,4.299999999999999,0.0,-0.41,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Welterweight,MALE,3,-1,4.65,0.5,0.0,0.0,0.0,1,4,0,0,1,Southpaw,182.88,180.34,1,10.22,0.46,0.0,4.04,0.4,0,1,0,0,1,Switch,177.8,182.88,25,23,-2,0,1,3,0,0,0,5.079999999999984,-2.539999999999992,-2,-5.57,0.0,-4.04,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Women's Flyweight,FEMALE,3,-2,4.05,0.46,0.0,0.71,0.25,5,34,0,7,0,Southpaw,165.1,170.18,-2,1.93,0.4,0.8,5.1,0.6,2,3,0,0,0,Orthodox,165.1,170.18,27,30,0,7,3,31,0,7,0,0.0,0.0,3,2.12,-0.8,-4.39,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Featherweight,MALE,3,-1,1.67,0.38,0.5,0.0,0.0,1,3,0,0,0,Orthodox,180.34,185.42,-3,3.48,0.38,0.0,0.87,0.54,5,19,0,2,1,Orthodox,182.88,187.96,30,28,2,-3,-4,-16,0,-2,-1,-2.539999999999992,-2.539999999999992,-2,-1.81,0.5,-0.87,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,True,Bantamweight,MALE,5,4,7.25,0.61,0.4,0.43,0.42,1,22,0,3,6,Switch,180.34,182.88,9,4.73,0.52,0.8,1.97,0.24,3,52,4,8,6,Orthodox,170.18,180.34,34,28,-5,-6,-2,-30,-4,-5,0,10.159999999999997,2.539999999999992,-6,2.52,-0.4,-1.54,2.0,0.0,Red,2.0,0.0,0.0,2023
Red,True,Women's Strawweight,FEMALE,5,2,3.54,0.55,0.8,0.82,0.55,2,17,0,2,5,Southpaw,162.56,165.1,2,5.94,0.51,0.4,2.29,0.42,2,23,5,3,4,Switch,162.56,160.02,34,36,0,0,0,-6,-5,-1,1,0.0,5.079999999999984,2,-2.4000000000000004,0.4,-1.4700000000000002,5.0,0.0,Red,5.0,1.0,0.0,2023
Blue,False,Welterweight,MALE,3,5,6.67,0.56,0.0,0.67,0.75,0,11,0,2,3,Orthodox,190.5,187.96,1,3.45,0.46,0.3,2.22,0.4,9,81,0,14,7,Orthodox,190.5,203.2,36,25,4,-16,-9,-70,0,-12,-4,0.0,-15.23999999999998,-11,3.22,-0.3,-1.5500000000000005,20.0,11.0,Red,9.0,0.0,1.0,2023
Blue,False,Bantamweight,MALE,3,4,5.32,0.51,1.3,2.72,0.5,2,14,0,2,4,Switch,175.26,175.26,2,4.28,0.47,0.8,2.34,0.37,1,9,0,0,2,Switch,177.8,182.88,29,30,2,4,1,5,0,2,2,-2.5400000000000205,-7.620000000000003,1,1.04,0.5,0.3800000000000003,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Bantamweight,MALE,3,1,5.45,0.43,0.5,0.47,0.19,7,45,0,4,6,Orthodox,167.64,165.1,-1,4.37,0.5,0.9,0.58,0.39,7,58,0,3,11,Switch,172.72,177.8,30,36,2,-4,0,-13,0,1,-5,-5.079999999999984,-12.700000000000015,6,1.08,-0.4,-0.1099999999999999,10.0,6.0,Red,4.0,1.0,0.0,2023
Blue,False,Middleweight,MALE,3,-2,3.38,0.43,0.0,0.81,0.26,8,59,0,12,2,Orthodox,185.42,187.96,-1,2.98,0.43,0.8,3.6,0.43,6,40,5,4,7,Orthodox,187.96,198.12,39,35,-1,3,2,19,-5,8,-5,-2.539999999999992,-10.159999999999997,-4,0.3999999999999999,-0.8,-2.79,20.0,20.0,neither,0.0,1.0,1.0,2023
Red,False,Middleweight,MALE,3,-1,5.04,0.41,0.0,0.0,0.0,2,5,0,0,1,Orthodox,185.42,195.58,-1,5.99,0.55,0.5,2.4,0.5,3,13,0,1,3,Orthodox,190.5,190.5,31,35,0,-3,-1,-8,0,-1,-2,-5.079999999999984,5.0800000000000125,4,-0.9500000000000002,-0.5,-2.4,20.0,20.0,neither,0.0,1.0,0.0,2023
Red,False,Lightweight,MALE,3,-1,3.83,0.46,0.0,1.55,0.52,4,18,0,2,1,Orthodox,177.8,180.34,-5,4.89,0.44,1.1,0.87,0.36,5,14,0,0,0,Orthodox,180.34,177.8,36,31,4,3,-1,4,0,2,1,-2.539999999999992,2.539999999999992,-5,-1.0599999999999996,-1.1,0.68,20.0,20.0,neither,0.0,0.0,1.0,2023
Red,False,Bantamweight,MALE,3,-2,4.75,0.45,0.3,1.35,0.35,3,9,0,0,1,Orthodox,177.8,180.34,-2,4.8,0.51,0.0,1.0,0.2,2,12,1,2,0,Orthodox,167.64,162.56,31,35,0,-1,1,-3,-1,-2,1,10.159999999999997,17.78,4,-0.0499999999999998,0.3,0.3500000000000001,20.0,20.0,neither,0.0,1.0,0.0,2023
Red,False,Middleweight,MALE,3,-1,3.3,0.44,1.5,2.01,0.37,8,36,0,0,10,Southpaw,185.42,195.58,4,3.61,0.51,2.5,4.48,0.54,0,10,0,1,3,Switch,182.88,185.42,32,35,-5,6,8,26,0,-1,7,2.5400000000000205,10.159999999999997,3,-0.31,-1.0,-2.4700000000000006,20.0,20.0,neither,0.0,1.0,0.0,2023
Blue,False,Women's Flyweight,FEMALE,3,3,5.2,0.48,0.0,0.68,0.33,0,7,0,1,2,Southpaw,162.56,165.1,-2,4.91,0.47,0.6,1.84,0.57,5,28,0,3,2,Orthodox,167.64,175.26,34,26,5,-2,-5,-21,0,-2,0,-5.0800000000000125,-10.159999999999997,-8,0.29,-0.6,-1.16,20.0,13.0,Red,7.0,0.0,0.0,2023
Red,False,Women's Flyweight,FEMALE,3,-1,4.15,0.31,0.7,0.67,0.22,4,27,0,4,2,Orthodox,170.18,170.18,3,3.37,0.35,4.1,2.45,0.6,0,4,0,0,3,Orthodox,165.1,170.18,29,31,-4,3,4,23,0,4,-1,5.0800000000000125,0.0,2,0.7800000000000002,-3.3999999999999995,-1.7800000000000002,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Welterweight,MALE,5,1,3.52,0.47,0.6,2.01,0.35,12,103,4,12,9,Southpaw,172.72,177.8,-2,5.17,0.52,0.7,1.04,0.6,5,40,0,1,13,Orthodox,180.34,190.5,31,38,3,7,7,63,4,11,-4,-7.620000000000003,-12.699999999999989,7,-1.65,-0.0999999999999999,0.9699999999999998,20.0,10.0,Red,10.0,1.0,0.0,2023
Red,False,Featherweight,MALE,3,-1,5.45,0.5,0.0,0.0,0.0,3,25,0,5,1,Orthodox,172.72,185.42,-1,4.7,0.5,0.4,1.09,0.52,12,76,0,10,8,Orthodox,172.72,177.8,39,32,0,-12,-9,-51,0,-5,-7,0.0,7.620000000000003,-7,0.75,-0.4,-1.09,20.0,20.0,neither,0.0,0.0,1.0,2023
Red,False,Light Heavyweight,MALE,3,-3,6.05,0.5,0.0,0.0,0.0,3,9,0,0,4,Orthodox,190.5,193.04,3,3.73,0.38,0.1,0.0,0.0,5,25,1,2,5,Southpaw,185.42,193.04,33,33,-6,-3,-2,-16,-1,-2,-1,5.079999999999984,0.0,0,2.32,-0.1,0.0,20.0,13.0,Red,7.0,0.0,0.0,2023
Blue,False,Women's Strawweight,FEMALE,3,1,3.33,0.39,0.4,2.33,0.66,1,6,0,1,0,Orthodox,160.02,167.64,1,3.19,0.41,2.1,0.93,0.33,4,14,0,0,4,Orthodox,165.1,170.18,31,21,0,-3,-3,-8,0,1,-4,-5.079999999999984,-2.539999999999992,-10,0.1400000000000001,-1.7000000000000002,1.4,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Middleweight,MALE,3,-2,5.57,0.52,0.0,0.76,0.57,3,15,0,2,1,Orthodox,182.88,195.58,-2,4.38,0.47,0.3,1.82,0.75,2,7,0,0,1,Orthodox,185.42,193.04,31,28,0,2,1,8,0,2,0,-2.5400000000000205,2.5400000000000205,-3,1.1900000000000004,-0.3,-1.06,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Middleweight,MALE,3,-3,2.84,0.48,0.1,1.44,0.4,7,20,0,2,1,Orthodox,187.96,203.2,1,2.93,0.43,1.4,0.84,0.25,2,7,0,0,1,Orthodox,193.04,193.04,29,34,-4,2,5,13,0,2,0,-5.079999999999984,10.159999999999997,5,-0.0900000000000003,-1.2999999999999998,0.6,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Bantamweight,MALE,3,1,3.42,0.48,1.6,0.0,0.0,0,2,0,0,1,Orthodox,172.72,175.26,-3,1.88,0.39,2.3,1.55,0.25,4,9,0,0,1,Orthodox,165.1,170.18,27,33,4,0,-4,-7,0,0,0,7.620000000000003,5.079999999999984,6,1.54,-0.6999999999999997,-1.55,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Lightweight,MALE,3,-3,5.75,0.45,0.0,0.98,0.3,3,7,0,0,0,Orthodox,177.8,177.8,-2,4.46,0.52,1.0,3.52,0.36,4,10,0,0,3,Switch,177.8,185.42,28,34,-1,-3,-1,-3,0,0,-3,0.0,-7.620000000000003,6,1.29,-1.0,-2.54,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Featherweight,MALE,3,0,7.29,0.66,0.0,3.13,1.0,0,0,0,0,0,Orthodox,170.18,180.34,-1,3.66,0.33,0.7,3.29,0.5,1,8,0,1,1,Orthodox,175.26,182.88,24,27,1,-2,-1,-8,0,-1,-1,-5.079999999999984,-2.539999999999992,3,3.63,-0.7,-0.1600000000000001,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Heavyweight,MALE,3,4,5.62,0.52,0.3,0.3,0.5,0,10,0,3,1,Orthodox,193.04,195.58,-1,4.54,0.48,0.2,0.99,0.33,3,16,0,1,3,Orthodox,193.04,200.66,34,31,5,0,-3,-6,0,2,-2,0.0,-5.079999999999984,-3,1.08,0.0999999999999999,-0.69,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Women's Strawweight,FEMALE,3,-1,0.82,0.28,1.0,2.56,0.83,1,4,0,1,0,Southpaw,152.4,154.94,-1,3.42,0.52,3.7,1.57,0.23,1,3,0,0,0,Orthodox,160.02,172.72,28,30,0,1,0,1,0,1,0,-7.620000000000003,-17.78,2,-2.6,-2.7,0.99,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Bantamweight,MALE,3,1,2.16,0.63,0.4,0.44,0.5,1,6,0,1,0,Orthodox,182.88,180.34,1,4.28,0.47,0.8,2.34,0.37,1,8,0,0,1,Switch,177.8,182.88,29,28,0,0,0,-2,0,1,-1,5.079999999999984,-2.539999999999992,-1,-2.12,-0.4,-1.9,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Women's Flyweight,FEMALE,3,0,17.1,0.6,0.0,0.0,0.0,0,0,0,0,0,Orthodox,167.64,170.18,-1,3.31,0.45,1.8,1.84,0.44,1,6,0,0,1,Orthodox,170.18,167.64,27,23,1,-1,-1,-6,0,0,-1,-2.539999999999992,2.539999999999992,-4,13.79,-1.8,-1.84,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Catch Weight,MALE,5,1,5.71,0.45,0.4,0.96,0.37,5,38,0,3,7,Orthodox,172.72,180.34,2,5.33,0.44,0.3,1.36,0.33,3,34,1,3,6,Switch,180.34,177.8,31,36,-1,1,2,4,-1,0,1,-7.620000000000003,2.539999999999992,5,0.3799999999999999,0.1,-0.4000000000000001,20.0,20.0,neither,0.0,1.0,0.0,2023
Blue,False,Women's Strawweight,FEMALE,3,6,4.27,0.63,0.9,6.2,0.61,0,13,1,2,4,Southpaw,165.1,167.64,-2,6.68,0.5,0.4,2.54,0.54,9,50,4,7,8,Orthodox,154.94,157.48,31,32,8,-9,-9,-37,-3,-5,-4,10.159999999999997,10.160000000000023,1,-2.41,0.5,3.66,10.0,5.0,Red,5.0,0.0,0.0,2023
Red,False,Light Heavyweight,MALE,3,3,4.86,0.46,0.3,0.68,0.5,3,26,0,2,6,Southpaw,195.58,210.82,-2,5.46,0.46,0.0,0.4,0.25,4,30,0,4,3,Orthodox,190.5,193.04,35,31,5,1,-1,-4,0,-2,3,5.0800000000000125,17.78,-4,-0.5999999999999996,0.3,0.28,20.0,15.0,Red,5.0,0.0,1.0,2023
Red,False,Featherweight,MALE,3,-1,4.29,0.44,1.5,3.13,0.44,2,16,0,2,2,Southpaw,167.64,167.64,-2,2.12,0.5,5.6,0.0,0.0,2,6,0,0,0,Orthodox,180.34,182.88,28,37,1,4,0,10,0,2,2,-12.699999999999989,-15.23999999999998,9,2.17,-4.1,3.13,20.0,20.0,neither,0.0,1.0,0.0,2023
Red,False,Light Heavyweight,MALE,3,-2,4.73,0.57,0.0,0.46,0.22,2,11,0,1,1,Orthodox,185.42,187.96,-2,4.7,0.52,0.0,0.0,0.0,5,21,0,1,3,Orthodox,187.96,190.5,32,27,0,-2,-3,-10,0,0,-2,-2.539999999999992,-2.539999999999992,-5,0.0300000000000002,0.0,0.46,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Lightweight,MALE,3,2,3.49,0.54,0.0,1.52,0.45,2,16,0,2,1,Southpaw,170.18,182.88,3,6.97,0.46,0.4,0.0,0.0,1,14,0,1,3,Orthodox,190.5,190.5,25,28,-1,-1,1,2,0,1,-2,-20.32,-7.620000000000003,3,-3.4799999999999995,-0.4,1.52,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Bantamweight,MALE,3,-1,5.38,0.51,0.4,1.8,0.37,3,23,0,3,3,Orthodox,170.18,170.18,1,5.36,0.46,0.6,2.87,0.46,1,15,0,2,3,Orthodox,172.72,182.88,28,36,-2,1,2,8,0,1,0,-2.539999999999992,-12.699999999999989,8,0.0199999999999995,-0.1999999999999999,-1.07,20.0,20.0,neither,0.0,1.0,0.0,2023
Blue,False,Welterweight,MALE,3,1,2.93,0.49,0.8,2.05,0.29,1,6,0,1,2,Orthodox,182.88,193.04,4,2.52,0.45,1.2,3.89,0.43,0,7,0,1,3,Switch,175.26,187.96,36,36,-3,-1,1,-1,0,0,-1,7.620000000000003,5.079999999999984,0,0.4100000000000001,-0.3999999999999999,-1.8400000000000003,20.0,20.0,neither,0.0,1.0,1.0,2023
Red,False,Featherweight,MALE,3,-1,3.02,0.4,1.6,2.44,0.34,3,21,0,2,3,Switch,180.34,180.34,-1,7.71,0.57,1.2,1.31,0.23,3,23,0,1,5,Orthodox,177.8,177.8,34,34,0,-1,0,-2,0,1,-2,2.539999999999992,2.539999999999992,0,-4.69,0.4000000000000001,1.13,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Flyweight,MALE,3,2,3.42,0.44,2.2,0.32,0.25,1,8,0,0,3,Southpaw,170.18,177.8,3,3.13,0.49,0.4,5.41,0.5,2,15,0,3,1,Southpaw,170.18,170.18,32,27,-1,-1,-1,-7,0,-3,2,0.0,7.620000000000003,-5,0.29,1.8000000000000005,-5.09,20.0,20.0,neither,0.0,0.0,0.0,2023
Red,False,Featherweight,MALE,3,1,3.29,0.43,0.3,1.0,0.3,1,6,0,1,0,Switch,175.26,177.8,2,5.41,0.46,0.5,0.71,0.8,1,15,0,2,2,Orthodox,187.96,198.12,31,25,-1,-3,0,-9,0,-1,-2,-12.700000000000015,-20.32,-6,-2.12,-0.2,0.29,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Flyweight,MALE,3,0,3.18,0.65,3.7,3.67,0.4,0,0,0,0,0,Orthodox,162.56,165.1,1,3.74,0.39,0.3,1.37,0.27,3,12,0,2,3,Southpaw,170.18,185.42,31,29,-1,-5,-3,-12,0,-2,-3,-7.620000000000003,-20.32000000000002,-2,-0.56,3.4000000000000004,2.3,20.0,20.0,neither,0.0,0.0,0.0,2023
Blue,False,Lightweight,MALE,5,1,7.35,0.6,0.0,0.13,0.25,4,26,2,2,5,Orthodox,180.34,177.8,1,5.49,0.5,1.2,1.36,0.36,7,71,3,7,15,Southpaw,175.26,182.88,34,34,0,-15,-3,-45,-1,-5,-10,5.0800000000000125,-5.079999999999984,0,1.86,-1.2,-1.23,3.0,2.0,Red,1.0,0.0,0.0,2023
