B_age,B_win_finish,R_age,R_avg_SIG_STR_pct,decision_dif,R_avg_SIG_STR_landed,height_dif,B_avg_TD_pct,reach_dif,streak_dif,B_win_decision,loss_dif,R_Reach_cms,R_current_streak,R_win_decision,total_round_dif,B_Height_cms,B_avg_TD_landed,age_dif,B_avg_SIG_STR_landed,weight_class_Featherweight,weight_class_Middleweight,total_title_bout_dif,weight_class_Welterweight,R_avg_TD_landed,better_rank_Red,B_Stance_Orthodox,B_avg_SUB_ATT,win_dif,R_avg_SUB_ATT,R_win_finish,B_losses,weight_class_Heavyweight,weight_class_Women's Bantamweight,gender_MALE,no_of_rounds_5,B_current_streak,finish_dif,B_Stance_Southpaw,B_Reach_cms,avg_td_dif,avg_sub_att_dif,rank_diff,B_Stance_Switch,weight_class_Lightweight,weight_class_Flyweight,sig_str_dif,R_total_title_bouts,better_rank_Blue,R_Height_cms,R_Stance_Switch,B_avg_SIG_STR_pct,R_losses,weight_class_Women's Strawweight,R_avg_TD_pct,weight_class_Women's Featherweight,B_Stance_Open Stance,R_Stance_Open Stance,R_Stance_Southpaw,R_total_rounds_fought,weight_class_Catch Weight,B_is_35plus_1.0,weight_class_Women's Flyweight,weight_class_Light Heavyweight,title_bout_True,weight_class_Bantamweight,B_total_title_bouts,R_Stance_Orthodox,B_match_weightclass_rank,better_rank_neither,B_total_rounds_fought,R_is_35plus_1.0,R_match_weightclass_rank
0.012089356110381066,0.011563731931668842,0.009724047306176065,0.008672798948751637,0.00801576872536136,0.007621550591327186,0.00683311432325886,0.0064388961892247075,0.0063074901445466566,0.005781865965834432,0.005650459921156359,0.00551905387647833,0.005519053876478308,0.005124835742444156,0.005124835742444156,0.005124835742444156,0.005124835742444133,0.004730617608409982,0.004730617608409982,0.00433639947437583,0.004204993429697756,0.0035479632063075027,0.003285151116951357,0.0031537450722733283,0.003153745072273284,0.0027595269382391764,0.0027595269382391318,0.0026281208935611255,0.0026281208935611034,0.0023653088042049795,0.002233902759526951,0.002233902759526929,0.002102496714848878,0.002102496714848878,0.001971090670170805,0.001971090670170805,0.001708278580814726,0.001708278580814726,0.0015768725361366754,0.001576872536136653,0.001576872536136653,0.0014454664914586024,0.0014454664914586024,0.0011826544021025232,0.001182654402102501,0.0009198423127463773,0.0009198423127463551,0.0007884362680683265,0.0007884362680683265,0.0006570302233902759,0.000525624178712203,0.0003942181340341744,0.0003942181340341744,0.0003942181340341744,0.0002628120893561015,0.0,0.0,0.0,-0.0002628120893561015,-0.000525624178712203,-0.000525624178712203,-0.000525624178712203,-0.0005256241787122251,-0.0007884362680683043,-0.0009198423127463773,-0.0014454664914586245,-0.0019710906701708277,-0.00197109067017085,-0.0021024967148489003,-0.0021024967148489003,-0.0023653088042049795,-0.0023653088042049795,-0.002890932982917227
