pc1,pc2,y
2.666393882024123,0.9114040287141729,1
1.5748401546058584,-3.4612695652204857,1
-0.3374767428361271,1.8329587222610428,0
-2.391868662091591,-0.4908718546902829,1
4.022874654659975,1.5210954927147502,1
2.0065798552383463,-0.971361926790738,0
-1.8887275217350357,-0.7257592135160664,1
-0.5068535074335193,-0.4054193614918752,0
-2.0992338234437975,-1.2955323359294615,1
-2.021323722190726,-0.6410472784753913,0
3.881555916029505,-0.09957086735738366,1
-1.1682498066618814,1.433057959258478,1
-2.1192219043067575,-0.3481340110170416,1
-1.5040131277063706,-1.166921965644974,1
2.263829163810052,-1.136547245919403,1
5.95732771268002,-0.4662159957750215,0
-0.7256357630244616,-1.6679100851270035,0
-0.442700776346269,2.233030382166048,1
-0.5377982012253596,2.4834771339543398,1
-1.9898473774901564,-0.35626095953592557,0
5.998207239633273,-3.4305622170440273,1
-0.841611844495116,3.222251587758558,0
-1.9412477395080492,-0.2181698299471477,1
-1.9590100942851254,-0.9578215301935362,1
-0.9021399822569407,0.8694381360140712,0
1.930308504573916,2.0487508951875286,1
10.239895514347928,-6.339139332112834,1
2.797735724736664,2.0147624130304336,1
2.102758340283753,-1.3467158121455094,0
3.0199362209498766,2.980395633240955,0
-0.4546853054807207,-1.496816279401869,1
1.6726995296165477,1.4627333451036353,0
5.332549990294199,-0.6392899434064128,0
0.21036382012170943,3.5150696920503672,1
-3.21149250041749,-1.484499364869785,0
4.491233383308978,-1.7200279290775025,0
-1.8155061043738634,1.1286642958731095,1
0.45241778784861686,1.8047457504346582,0
-1.5144413238815162,-2.066355279732676,0
-0.6491959367876755,-0.76802675790422,1
0.6376974899006769,1.9738315971976992,1
1.0761351709172604,6.987955409656719,0
1.8797873671515077,5.781092599265637,1
-1.7459033363936658,-1.2545334746529286,1
3.223569900628743,-2.2023242689421165,0
2.5614990588343756,-0.5437698876038675,0
0.593086985908206,2.612775669264933,1
-1.665533102853384,-0.5043430006433948,0
-3.0982487098077987,-0.9837872792238209,1
2.0500325824362897,1.191680992182126,1
-2.7002326094054685,0.1305208759198334,0
-1.624896605072143,-1.2066257544108507,1
2.3918335556051313,0.0007972569523350891,1
3.714267214285868,-2.8110141843082532,0
-1.1775737432155242,-0.20557241432882947,1
-2.539387201992357,-0.5608046375421254,1
1.235195536550237,-2.57858109218335,0
-2.1179346787851157,-0.35169654705384096,0
2.9160400149003824,4.162906269960621,1
-0.9231651712211056,0.46169884498006875,1
-0.434759506805189,3.0721777204865957,1
-2.249235723352397,0.7139696536568312,1
-0.763638697873035,-1.7312726212464893,1
-2.7041100471839012,-1.6996179596264782,1
-2.489344869069575,-1.4517155278717522,0
-2.3801918315644253,-1.274085196765114,0
0.07261043854772874,0.05776430508186976,0
-2.0491642448095817,-1.1353493737184486,1
2.674174630850031,5.844474025672003,1
-1.4368066224551566,-0.7043746553100383,0
2.9808615026962877,0.16341264822998253,1
0.32833421576388355,2.3695142585530373,1
2.216964376009513,-0.7425371486701018,1
-1.055006578653483,-0.7852159290655077,1
-0.0682011772837502,-0.0248208754427026,0
-2.4779500790834343,-0.36825641718318414,1
1.433097405892996,9.114140063573608,1
-2.519443498599882,-0.6636505007603485,1
0.18398465444173495,0.9827443159666661,1
2.040409815440101,-0.09107190156162523,0
-0.9098502393775061,-0.9551260738710384,1
0.3389073440993547,0.1718902938985972,0
-2.799933219420799,-1.6136049154188428,1
6.28042972674482,-2.9191665427872735,0
-0.012452541169362815,3.3553979633531816,0
-1.8914576600083566,-1.2121224510185398,0
-2.1676149083907696,2.4801674143459707,1
-2.538034721499517,0.899344365150502,1
-1.6948040430846345,-0.5560286814578496,1
-1.2877995981826924,-0.4392841445737019,1
-3.1675072612038986,0.8025218996204303,0
3.046356416171742,-2.038379207119463,1
-1.3484056322912248,-1.4399391041752712,1
1.545032270979759,0.9854043392636195,1
2.5221113531598505,-0.6160622034288425,0
-1.0860026230344826,-0.35997769774691113,1
5.348353218043804,-3.2237557453157666,1
-1.3615867611649566,-1.8603380612190001,1
1.8085533041064068,2.140761637371849,0
1.065040893409728,-1.178051140156444,1
8.366330997352573,-0.6771302290660323,1
0.08325358571609784,0.8570674714429867,1
-2.199428712955383,-1.1444720469192429,1
-1.4755411854157392,1.101490363239608,1
6.0206621240193074,0.3132017967514981,1
-1.0443840076984325,-0.1663904006412849,1
1.0631165357661871,3.8966522201297704,1
-1.5917466646778695,-0.6376693648424956,1
2.616097163321071,-0.2989822705697518,0
-0.7457076612894731,-1.4950744925145665,1
-0.9145550367809957,4.103396865512169,1
-0.5599258760000758,-2.628131291914536,1
-0.21454988699362185,7.672355260642903,1
3.137408737946448,0.28553981480507773,1
-0.3938921774888099,0.294032772240175,0
-2.792294717996777,-0.5647442302430303,1
1.5819773410249105,-2.637138522055352,1
3.9612076933068097,-1.6430444585854485,0
-1.8014238473550903,-0.9674595070320308,0
-2.0408813283693035,-0.15062830874360464,1
-1.1352103925741972,0.1828453822181591,1
-1.919331751267714,-0.5346132915318756,0
1.587498356831706,0.2733641451763023,1
1.5247397529884892,1.1394527338267944,1
0.7052044014556115,-0.6523671790175263,0
5.639400661953203,1.8485642715166617,1
-2.81693559712547,-0.7088705405263386,1
-2.883066013254438,-1.3327637344926737,1
0.27484455830752025,-1.2603613439422119,0
-2.0762884907149926,-0.6789066095164769,1
-0.2117809757156456,-0.8154361939427642,1
-0.08522508851889485,-1.9648839855777307,1
-0.7858070530759486,-0.9217489345440036,0
2.314504987184398,5.741136901354652,1
1.8874046278940249,-3.007771966886093,0
-3.1875453880631084,0.4489580580615141,1
-0.5131490495739329,1.1750440662986446,1
-2.4787209056548254,0.44550317906353837,1
3.6192361286282635,2.047600666144323,1
-1.636144056493085,-1.2740667570608333,0
-3.538469174849251,-1.4084225768150918,1
0.9561807947908465,8.892605924832822,1
3.3137969109419037,-1.3363642211000533,1
-0.21215583986372408,-1.9178215293218344,0
-2.597880572178708,-0.6894934989182749,0
7.232779492768262,-5.4755785056562924,0
-1.518010938892744,4.247564781124215,1
-0.6003506627290861,5.7570527676786325,0
1.0738514379365263,9.525386347883964,0
5.303536590422431,1.5644468340989084,1
-2.1387511415319453,-1.057519218839105,0
3.178704669628199,0.046320243623161964,1
-2.0716457886967428,0.061288378875928015,0
0.7049533110364735,-0.010722356725666566,1
-2.659758026820475,0.0002216271869217709,0
-2.2779388433024215,-1.3499250853730682,0
-1.8490264033446728,2.0735928988815107,1
1.4641173970046741,0.7792702469949034,0
-1.4570126727031423,0.38129435037803167,1
0.38591547909743484,-2.906900940523204,1
-0.31278369879162937,-0.8332215590549843,0
0.03265764054613078,-0.9018071989239269,1
3.521908299832755,0.4282715395633455,1
-1.3825600744102013,0.0956161691598169,0
9.6117237979528,-0.3506395782146986,1
-1.5725171774698654,2.547839576237264,1
-2.8305918157652883,-1.556505516818143,1
-1.9504644860643683,-0.8098006362758298,1
-1.2210125783878636,1.0083804992139063,0
-1.1876452915202478,3.229607984121047,0
-2.2585707340096586,0.2671134931841133,0
2.3602717742701813,3.1493502769716057,1
-1.6029947728631295,-1.1853399788601533,0
1.0311624366014156,2.6662861604857158,1
1.8109898180445838,1.8373573618600507,1
9.392101825583262,3.2860740600731,0
-1.6329498980992536,-1.3987914949128288,1
1.3791185999342137,-2.0107229278294674,1
-0.19237724072884926,-1.511267351334254,1
-2.0902208897942947,-0.5732477635146409,1
-1.197645345587691,3.513801251348743,1
12.286765076994346,-3.9512094156145015,0
2.0960318708483063,-1.461497421985813,1
0.03244576877458283,2.5222542797041068,1
0.551346043307833,-2.448808826916724,0
1.1583263061823796,-0.022461914984290687,0
-1.2943416225414135,0.6824870540087375,0
1.288966104780635,-1.3441141574577402,0
4.900149304774199,0.21625394513377605,1
0.24459643158688066,-2.2206951119084826,1
-1.944159888214964,-1.2699026089642174,0
